instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,is_weekend,casual_sum,registered_sum,cnt_sum
5603,,3,0,8,8,0,5,1,1,0.66,0.6061,0.83,0.1045,17,387,404,Weekend,620017,2672662,3292679
5604,,3,0,8,9,0,5,1,1,0.7,0.6667,0.74,0.0,39,191,230,Weekend,620017,2672662,3292679
5605,,3,0,8,10,0,5,1,1,0.74,0.697,0.66,0.0896,34,89,123,Weekend,620017,2672662,3292679
5606,,3,0,8,11,0,5,1,2,0.76,0.7121,0.62,0.0,63,151,214,Weekend,620017,2672662,3292679
5607,,3,0,8,12,0,5,1,2,0.76,0.7273,0.66,0.1045,70,173,243,Weekend,620017,2672662,3292679
5608,,3,0,8,13,0,5,1,2,0.78,0.7424,0.59,0.1045,72,165,237,Weekend,620017,2672662,3292679
5609,,3,0,8,14,0,5,1,1,0.8,0.7727,0.59,0.0,55,164,219,Weekend,620017,2672662,3292679
5610,,3,0,8,15,0,5,1,2,0.8,0.7727,0.59,0.194,53,196,249,Weekend,620017,2672662,3292679
5611,,3,0,8,16,0,5,1,1,0.78,0.7424,0.62,0.1045,50,293,343,Weekend,620017,2672662,3292679
5612,,3,0,8,17,0,5,1,1,0.74,0.7121,0.74,0.2537,56,433,489,Weekend,620017,2672662,3292679
5613,,3,0,8,18,0,5,1,2,0.74,0.7121,0.74,0.1343,40,370,410,Weekend,620017,2672662,3292679
5614,,3,0,8,19,0,5,1,1,0.72,0.697,0.79,0.1045,55,235,290,Weekend,620017,2672662,3292679
5615,,3,0,8,20,0,5,1,1,0.72,0.697,0.79,0.0896,39,183,222,Weekend,620017,2672662,3292679
5616,,3,0,8,21,0,5,1,1,0.72,0.697,0.79,0.1642,38,152,190,Weekend,620017,2672662,3292679
5617,,3,0,8,22,0,5,1,1,0.72,0.697,0.79,0.1045,26,126,152,Weekend,620017,2672662,3292679
5618,,3,0,8,23,0,5,1,1,0.7,0.6667,0.84,0.0896,22,114,136,Weekend,620017,2672662,3292679
5619,,3,0,8,0,0,6,0,1,0.7,0.6667,0.84,0.1045,33,112,145,Weekend,620017,2672662,3292679
5620,,3,0,8,1,0,6,0,1,0.7,0.6667,0.84,0.1642,13,51,64,Weekend,620017,2672662,3292679
5621,,3,0,8,2,0,6,0,1,0.7,0.6667,0.84,0.194,18,59,77,Weekend,620017,2672662,3292679
5622,,3,0,8,3,0,6,0,2,0.7,0.6667,0.84,0.2239,8,22,30,Weekend,620017,2672662,3292679
5623,,3,0,8,4,0,6,0,2,0.7,0.6667,0.84,0.2239,1,3,4,Weekend,620017,2672662,3292679
5624,,3,0,8,5,0,6,0,2,0.7,0.6667,0.84,0.2985,1,11,12,Weekend,620017,2672662,3292679
5625,,3,0,8,6,0,6,0,2,0.7,0.6667,0.84,0.2985,3,15,18,Weekend,620017,2672662,3292679
5626,,3,0,8,7,0,6,0,2,0.7,0.6667,0.84,0.3582,2,26,28,Weekend,620017,2672662,3292679
5627,,3,0,8,8,0,6,0,2,0.7,0.6667,0.84,0.2537,14,62,76,Weekend,620017,2672662,3292679
5628,,3,0,8,9,0,6,0,2,0.7,0.6667,0.84,0.4179,28,128,156,Weekend,620017,2672662,3292679
5629,,3,0,8,10,0,6,0,2,0.7,0.6667,0.79,0.4627,51,154,205,Weekend,620017,2672662,3292679
5630,,3,0,8,11,0,6,0,3,0.66,0.5909,0.89,0.4179,15,73,88,Weekend,620017,2672662,3292679
5631,,3,0,8,12,0,6,0,3,0.66,0.6061,0.83,0.4925,11,65,76,Weekend,620017,2672662,3292679
5632,,3,0,8,13,0,6,0,3,0.66,0.6061,0.83,0.3881,10,33,43,Weekend,620017,2672662,3292679
5633,,3,0,8,14,0,6,0,3,0.64,0.5758,0.89,0.5522,4,19,23,Weekend,620017,2672662,3292679
5634,,3,0,8,15,0,6,0,3,0.64,0.5758,0.89,0.5522,2,28,30,Weekend,620017,2672662,3292679
5635,,3,0,8,16,0,6,0,3,0.64,0.5758,0.89,0.5224,10,14,24,Weekend,620017,2672662,3292679
5636,,3,0,8,17,0,6,0,3,0.64,0.5758,0.89,0.8358,2,14,16,Weekend,620017,2672662,3292679
5637,,3,0,8,7,0,0,0,3,0.62,0.5758,0.83,0.3582,0,1,1,Non-Weekend,620017,2672662,3292679
5638,,3,0,8,8,0,0,0,3,0.62,0.5758,0.83,0.4179,2,6,8,Non-Weekend,620017,2672662,3292679
5639,,3,0,8,9,0,0,0,1,0.66,0.6212,0.74,0.4179,7,46,53,Non-Weekend,620017,2672662,3292679
5640,,3,0,8,10,0,0,0,1,0.7,0.6515,0.61,0.6119,27,115,142,Non-Weekend,620017,2672662,3292679
5641,,3,0,8,11,0,0,0,1,0.7,0.6515,0.58,0.3881,59,178,237,Non-Weekend,620017,2672662,3292679
5642,,3,0,8,12,0,0,0,1,0.74,0.6667,0.51,0.3881,88,218,306,Non-Weekend,620017,2672662,3292679
5643,,3,0,8,13,0,0,0,1,0.76,0.6818,0.45,0.3582,129,302,431,Non-Weekend,620017,2672662,3292679
5644,,3,0,8,14,0,0,0,1,0.78,0.697,0.43,0.4179,157,290,447,Non-Weekend,620017,2672662,3292679
5645,,3,0,8,15,0,0,0,1,0.78,0.697,0.43,0.3582,155,314,469,Non-Weekend,620017,2672662,3292679
5646,,3,0,8,16,0,0,0,1,0.8,0.7121,0.36,0.3881,196,295,491,Non-Weekend,620017,2672662,3292679
5647,,3,0,8,17,0,0,0,1,0.76,0.6818,0.4,0.2985,145,253,398,Non-Weekend,620017,2672662,3292679
5648,,3,0,8,18,0,0,0,1,0.74,0.6667,0.42,0.2239,145,257,402,Non-Weekend,620017,2672662,3292679
5649,,3,0,8,19,0,0,0,1,0.72,0.6667,0.48,0.1045,140,247,387,Non-Weekend,620017,2672662,3292679
5650,,3,0,8,20,0,0,0,1,0.72,0.6515,0.45,0.1045,64,150,214,Non-Weekend,620017,2672662,3292679
5651,,3,0,8,21,0,0,0,1,0.66,0.6212,0.61,0.1343,60,126,186,Non-Weekend,620017,2672662,3292679
5652,,3,0,8,22,0,0,0,1,0.64,0.6061,0.69,0.1045,25,73,98,Non-Weekend,620017,2672662,3292679
5653,,3,0,8,23,0,0,0,1,0.62,0.5909,0.73,0.1045,16,48,64,Non-Weekend,620017,2672662,3292679
5654,,3,0,8,0,0,1,1,1,0.62,0.5909,0.73,0.1045,13,21,34,Non-Weekend,620017,2672662,3292679
5655,,3,0,8,1,0,1,1,1,0.6,0.5909,0.69,0.1045,5,15,20,Non-Weekend,620017,2672662,3292679
5656,,3,0,8,2,0,1,1,1,0.6,0.5909,0.69,0.194,8,5,13,Non-Weekend,620017,2672662,3292679
5657,,3,0,8,3,0,1,1,1,0.6,0.5909,0.69,0.1045,1,5,6,Non-Weekend,620017,2672662,3292679
5658,,3,0,8,4,0,1,1,1,0.56,0.5303,0.68,0.1343,0,3,3,Non-Weekend,620017,2672662,3292679
5659,,3,0,8,5,0,1,1,1,0.56,0.5303,0.73,0.1343,0,17,17,Non-Weekend,620017,2672662,3292679
5660,,3,0,8,6,0,1,1,1,0.56,0.5303,0.73,0.1343,3,99,102,Non-Weekend,620017,2672662,3292679
5661,,3,0,8,7,0,1,1,1,0.6,0.6061,0.6,0.2239,11,273,284,Non-Weekend,620017,2672662,3292679
5662,,3,0,8,8,0,1,1,1,0.62,0.6212,0.57,0.2537,20,384,404,Non-Weekend,620017,2672662,3292679
5663,,3,0,8,9,0,1,1,1,0.62,0.6212,0.53,0.2537,22,166,188,Non-Weekend,620017,2672662,3292679
5664,,3,0,8,10,0,1,1,1,0.66,0.6212,0.47,0.2239,42,73,115,Non-Weekend,620017,2672662,3292679
5665,,3,0,8,11,0,1,1,1,0.66,0.6212,0.47,0.1642,38,100,138,Non-Weekend,620017,2672662,3292679
5666,,3,0,8,12,0,1,1,2,0.68,0.6364,0.44,0.1642,48,159,207,Non-Weekend,620017,2672662,3292679
5667,,3,0,8,13,0,1,1,2,0.7,0.6364,0.39,0.0,48,170,218,Non-Weekend,620017,2672662,3292679
5668,,3,0,8,14,0,1,1,1,0.7,0.6364,0.42,0.0,55,127,182,Non-Weekend,620017,2672662,3292679
5669,,3,0,8,15,0,1,1,1,0.7,0.6364,0.42,0.1642,56,164,220,Non-Weekend,620017,2672662,3292679
5670,,3,0,8,16,0,1,1,1,0.72,0.6515,0.42,0.1642,56,226,282,Non-Weekend,620017,2672662,3292679
5671,,3,0,8,17,0,1,1,2,0.7,0.6364,0.47,0.2239,67,524,591,Non-Weekend,620017,2672662,3292679
5672,,3,0,8,18,0,1,1,1,0.66,0.6212,0.47,0.2537,60,487,547,Non-Weekend,620017,2672662,3292679
5673,,3,0,8,19,0,1,1,1,0.66,0.6212,0.47,0.2537,50,317,367,Non-Weekend,620017,2672662,3292679
5674,,3,0,8,20,0,1,1,1,0.64,0.6212,0.53,0.1642,50,227,277,Non-Weekend,620017,2672662,3292679
5675,,3,0,8,21,0,1,1,1,0.64,0.6212,0.53,0.194,34,168,202,Non-Weekend,620017,2672662,3292679
5676,,3,0,8,22,0,1,1,1,0.62,0.6212,0.57,0.1343,23,119,142,Non-Weekend,620017,2672662,3292679
5677,,3,0,8,23,0,1,1,1,0.6,0.6061,0.6,0.0896,19,56,75,Non-Weekend,620017,2672662,3292679
5678,,3,0,8,0,0,2,1,1,0.56,0.5303,0.73,0.1343,10,17,27,Non-Weekend,620017,2672662,3292679
5679,,3,0,8,1,0,2,1,1,0.56,0.5303,0.68,0.1045,6,7,13,Non-Weekend,620017,2672662,3292679
5680,,3,0,8,2,0,2,1,1,0.54,0.5152,0.73,0.1045,2,8,10,Non-Weekend,620017,2672662,3292679
5681,,3,0,8,3,0,2,1,1,0.54,0.5152,0.73,0.194,2,2,4,Non-Weekend,620017,2672662,3292679
5682,,3,0,8,4,0,2,1,1,0.52,0.5,0.77,0.1642,0,6,6,Non-Weekend,620017,2672662,3292679
5683,,3,0,8,5,0,2,1,1,0.52,0.5,0.77,0.0896,1,27,28,Non-Weekend,620017,2672662,3292679
5684,,3,0,8,6,0,2,1,1,0.54,0.5152,0.73,0.1045,4,115,119,Non-Weekend,620017,2672662,3292679
5685,,3,0,8,7,0,2,1,1,0.56,0.5303,0.68,0.1343,19,338,357,Non-Weekend,620017,2672662,3292679
5686,,3,0,8,8,0,2,1,1,0.62,0.6212,0.57,0.1343,34,459,493,Non-Weekend,620017,2672662,3292679
5687,,3,0,8,9,0,2,1,1,0.66,0.6212,0.5,0.2239,38,180,218,Non-Weekend,620017,2672662,3292679
5688,,3,0,8,10,0,2,1,1,0.7,0.6364,0.39,0.2239,28,109,137,Non-Weekend,620017,2672662,3292679
5689,,3,0,8,11,0,2,1,1,0.72,0.6515,0.37,0.194,60,115,175,Non-Weekend,620017,2672662,3292679
5690,,3,0,8,12,0,2,1,1,0.72,0.6515,0.37,0.0,65,172,237,Non-Weekend,620017,2672662,3292679
5691,,3,0,8,13,0,2,1,1,0.74,0.6515,0.35,0.1045,59,170,229,Non-Weekend,620017,2672662,3292679
5692,,3,0,8,14,0,2,1,1,0.74,0.6515,0.33,0.1642,58,151,209,Non-Weekend,620017,2672662,3292679
5693,,3,0,8,15,0,2,1,1,0.74,0.6515,0.35,0.2239,34,162,196,Non-Weekend,620017,2672662,3292679
5694,,3,0,8,16,0,2,1,1,0.74,0.6515,0.37,0.1642,42,295,337,Non-Weekend,620017,2672662,3292679
5695,,3,0,8,17,0,2,1,1,0.72,0.6515,0.42,0.194,62,549,611,Non-Weekend,620017,2672662,3292679
5696,,3,0,8,18,0,2,1,1,0.7,0.6364,0.45,0.1642,60,516,576,Non-Weekend,620017,2672662,3292679
5697,,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.0896,68,397,465,Non-Weekend,620017,2672662,3292679
5698,,3,0,8,20,0,2,1,1,0.66,0.6212,0.5,0.0,39,259,298,Non-Weekend,620017,2672662,3292679
5699,,3,0,8,21,0,2,1,1,0.64,0.6061,0.65,0.0896,43,180,223,Non-Weekend,620017,2672662,3292679
5700,,3,0,8,22,0,2,1,1,0.62,0.6061,0.61,0.0,22,121,143,Non-Weekend,620017,2672662,3292679
5701,,3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0.0,19,74,93,Non-Weekend,620017,2672662,3292679
5702,,3,0,8,0,0,3,1,1,0.6,0.5909,0.69,0.0,8,24,32,Non-Weekend,620017,2672662,3292679
5703,,3,0,8,1,0,3,1,1,0.6,0.5909,0.69,0.0,2,13,15,Non-Weekend,620017,2672662,3292679
5704,,3,0,8,2,0,3,1,1,0.56,0.5303,0.73,0.0,1,5,6,Non-Weekend,620017,2672662,3292679
5705,,3,0,8,3,0,3,1,1,0.56,0.5303,0.78,0.0,2,4,6,Non-Weekend,620017,2672662,3292679
5706,,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0.0,0,5,5,Non-Weekend,620017,2672662,3292679
5707,,3,0,8,5,0,3,1,1,0.54,0.5152,0.83,0.0896,2,25,27,Non-Weekend,620017,2672662,3292679
5708,,3,0,8,6,0,3,1,1,0.54,0.5152,0.77,0.0,4,107,111,Non-Weekend,620017,2672662,3292679
5709,,3,0,8,7,0,3,1,1,0.6,0.5758,0.78,0.0,12,316,328,Non-Weekend,620017,2672662,3292679
5710,,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.0,27,440,467,Non-Weekend,620017,2672662,3292679
5711,,3,0,8,9,0,3,1,1,0.64,0.6061,0.69,0.0896,27,217,244,Non-Weekend,620017,2672662,3292679
5712,,3,0,8,10,0,3,1,1,0.7,0.6364,0.45,0.1045,33,105,138,Non-Weekend,620017,2672662,3292679
5713,,3,0,8,11,0,3,1,1,0.72,0.6515,0.42,0.1343,28,143,171,Non-Weekend,620017,2672662,3292679
5714,,3,0,8,12,0,3,1,1,0.74,0.6667,0.43,0.1343,68,192,260,Non-Weekend,620017,2672662,3292679
5715,,3,0,8,13,0,3,1,1,0.74,0.6515,0.37,0.1045,39,182,221,Non-Weekend,620017,2672662,3292679
5716,,3,0,8,14,0,3,1,1,0.74,0.6515,0.4,0.1343,48,148,196,Non-Weekend,620017,2672662,3292679
5717,,3,0,8,15,0,3,1,1,0.74,0.6515,0.4,0.1343,34,138,172,Non-Weekend,620017,2672662,3292679
5718,,3,0,8,16,0,3,1,1,0.74,0.6667,0.42,0.1343,46,263,309,Non-Weekend,620017,2672662,3292679
5719,,3,0,8,17,0,3,1,1,0.72,0.6515,0.45,0.1343,83,525,608,Non-Weekend,620017,2672662,3292679
5720,,3,0,8,18,0,3,1,1,0.7,0.6515,0.51,0.2239,70,495,565,Non-Weekend,620017,2672662,3292679
5721,,3,0,8,19,0,3,1,1,0.84,0.7727,0.47,0.2537,53,393,446,Non-Weekend,620017,2672662,3292679
5722,,3,0,8,20,0,3,1,1,0.66,0.6212,0.57,0.1343,30,259,289,Non-Weekend,620017,2672662,3292679
5723,,3,0,8,21,0,3,1,1,0.66,0.6212,0.61,0.0896,27,174,201,Non-Weekend,620017,2672662,3292679
5724,,3,0,8,22,0,3,1,1,0.64,0.6061,0.69,0.0,20,137,157,Non-Weekend,620017,2672662,3292679
5725,,3,0,8,23,0,3,1,1,0.6,0.5758,0.78,0.1045,24,60,84,Non-Weekend,620017,2672662,3292679
5726,,3,0,9,0,0,4,1,1,0.6,0.5758,0.78,0.1045,18,33,51,Non-Weekend,620017,2672662,3292679
5727,,3,0,9,1,0,4,1,1,0.6,0.5909,0.73,0.0896,7,14,21,Non-Weekend,620017,2672662,3292679
5728,,3,0,9,2,0,4,1,1,0.58,0.5455,0.78,0.0896,14,11,25,Non-Weekend,620017,2672662,3292679
5729,,3,0,9,3,0,4,1,1,0.58,0.5455,0.78,0.0896,7,7,14,Non-Weekend,620017,2672662,3292679
5730,,3,0,9,4,0,4,1,1,0.56,0.5303,0.83,0.0896,0,7,7,Non-Weekend,620017,2672662,3292679
5731,,3,0,9,5,0,4,1,1,0.56,0.5303,0.73,0.0896,1,22,23,Non-Weekend,620017,2672662,3292679
5732,,3,0,9,6,0,4,1,1,0.6,0.5758,0.78,0.0,2,103,105,Non-Weekend,620017,2672662,3292679
5733,,3,0,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,7,335,342,Non-Weekend,620017,2672662,3292679
5734,,3,0,9,8,0,4,1,1,0.62,0.5909,0.73,0.1343,31,467,498,Non-Weekend,620017,2672662,3292679
5735,,3,0,9,9,0,4,1,1,0.64,0.6061,0.69,0.1045,29,178,207,Non-Weekend,620017,2672662,3292679
5736,,3,0,9,10,0,4,1,1,0.68,0.6364,0.61,0.1343,46,92,138,Non-Weekend,620017,2672662,3292679
5737,,3,0,9,11,0,4,1,1,0.72,0.6667,0.51,0.1343,51,141,192,Non-Weekend,620017,2672662,3292679
5738,,3,0,9,12,0,4,1,2,0.72,0.6667,0.51,0.1343,64,165,229,Non-Weekend,620017,2672662,3292679
5739,,3,0,9,13,0,4,1,2,0.72,0.6667,0.48,0.0896,50,169,219,Non-Weekend,620017,2672662,3292679
5740,,3,0,9,14,0,4,1,3,0.72,0.6667,0.54,0.2537,54,144,198,Non-Weekend,620017,2672662,3292679
5741,,3,0,9,15,0,4,1,1,0.72,0.6667,0.51,0.1343,39,135,174,Non-Weekend,620017,2672662,3292679
5742,,3,0,9,16,0,4,1,1,0.74,0.6667,0.51,0.194,55,253,308,Non-Weekend,620017,2672662,3292679
5743,,3,0,9,17,0,4,1,1,0.72,0.6667,0.54,0.2537,61,567,628,Non-Weekend,620017,2672662,3292679
5744,,3,0,9,18,0,4,1,1,0.72,0.6667,0.54,0.2239,69,462,531,Non-Weekend,620017,2672662,3292679
5745,,3,0,9,19,0,4,1,1,0.7,0.6515,0.58,0.1642,79,364,443,Non-Weekend,620017,2672662,3292679
5746,,3,0,9,20,0,4,1,1,0.66,0.6212,0.61,0.2239,33,247,280,Non-Weekend,620017,2672662,3292679
5747,,3,0,9,21,0,4,1,2,0.66,0.6212,0.57,0.194,17,160,177,Non-Weekend,620017,2672662,3292679
5748,,3,0,9,22,0,4,1,2,0.66,0.6212,0.57,0.2239,34,145,179,Non-Weekend,620017,2672662,3292679
5749,,3,0,9,23,0,4,1,1,0.64,0.6061,0.65,0.2537,15,111,126,Non-Weekend,620017,2672662,3292679
5750,,3,0,9,0,0,5,1,1,0.64,0.6061,0.65,0.194,6,58,64,Weekend,620017,2672662,3292679
5751,,3,0,9,1,0,5,1,3,0.62,0.5909,0.73,0.1045,4,28,32,Weekend,620017,2672662,3292679
5752,,3,0,9,2,0,5,1,3,0.62,0.5909,0.73,0.1045,9,11,20,Weekend,620017,2672662,3292679
5753,,3,0,9,3,0,5,1,2,0.6,0.5606,0.83,0.1642,4,4,8,Weekend,620017,2672662,3292679
5754,,3,0,9,4,0,5,1,1,0.6,0.5606,0.83,0.0896,2,2,4,Weekend,620017,2672662,3292679
5755,,3,0,9,5,0,5,1,2,0.6,0.5606,0.83,0.1343,0,20,20,Weekend,620017,2672662,3292679
5756,,3,0,9,6,0,5,1,1,0.6,0.5606,0.83,0.1343,3,73,76,Weekend,620017,2672662,3292679
5757,,3,0,9,7,0,5,1,1,0.6,0.5606,0.83,0.1045,6,253,259,Weekend,620017,2672662,3292679
5758,,3,0,9,8,0,5,1,1,0.62,0.5909,0.78,0.194,22,434,456,Weekend,620017,2672662,3292679
5759,,3,0,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,30,190,220,Weekend,620017,2672662,3292679
5760,,3,0,9,10,0,5,1,2,0.64,0.6061,0.76,0.1642,34,106,140,Weekend,620017,2672662,3292679
5761,,3,0,9,11,0,5,1,2,0.66,0.6212,0.74,0.1045,51,141,192,Weekend,620017,2672662,3292679
5762,,3,0,9,12,0,5,1,2,0.66,0.6212,0.69,0.2239,82,178,260,Weekend,620017,2672662,3292679
5763,,3,0,9,13,0,5,1,2,0.68,0.6364,0.65,0.1343,72,207,279,Weekend,620017,2672662,3292679
5764,,3,0,9,14,0,5,1,2,0.7,0.6515,0.61,0.1045,75,208,283,Weekend,620017,2672662,3292679
5765,,3,0,9,15,0,5,1,2,0.7,0.6515,0.61,0.2537,69,277,346,Weekend,620017,2672662,3292679
5766,,3,0,9,16,0,5,1,2,0.7,0.6515,0.61,0.1343,82,299,381,Weekend,620017,2672662,3292679
5767,,3,0,9,17,0,5,1,2,0.68,0.6364,0.65,0.1642,78,377,455,Weekend,620017,2672662,3292679
5768,,3,0,9,18,0,5,1,2,0.68,0.6364,0.65,0.194,50,305,355,Weekend,620017,2672662,3292679
5769,,3,0,9,19,0,5,1,1,0.66,0.6212,0.69,0.1343,67,220,287,Weekend,620017,2672662,3292679
5770,,3,0,9,20,0,5,1,1,0.64,0.6061,0.73,0.0,38,158,196,Weekend,620017,2672662,3292679
5771,,3,0,9,21,0,5,1,2,0.64,0.6061,0.73,0.0896,28,121,149,Weekend,620017,2672662,3292679
5772,,3,0,9,22,0,5,1,2,0.64,0.6061,0.73,0.1642,33,114,147,Weekend,620017,2672662,3292679
5773,,3,0,9,23,0,5,1,2,0.64,0.6061,0.73,0.1642,30,68,98,Weekend,620017,2672662,3292679
5774,,3,0,9,0,0,6,0,2,0.64,0.6061,0.73,0.1045,22,65,87,Weekend,620017,2672662,3292679
5775,,3,0,9,1,0,6,0,2,0.64,0.6061,0.69,0.2537,17,57,74,Weekend,620017,2672662,3292679
5776,,3,0,9,2,0,6,0,2,0.64,0.6061,0.69,0.2239,15,26,41,Weekend,620017,2672662,3292679
5777,,3,0,9,3,0,6,0,1,0.62,0.5909,0.73,0.1642,17,18,35,Weekend,620017,2672662,3292679
5778,,3,0,9,4,0,6,0,1,0.62,0.5909,0.73,0.1642,3,4,7,Weekend,620017,2672662,3292679
5779,,3,0,9,5,0,6,0,1,0.62,0.6061,0.69,0.194,3,9,12,Weekend,620017,2672662,3292679
5780,,3,0,9,6,0,6,0,1,0.62,0.5909,0.73,0.1642,4,19,23,Weekend,620017,2672662,3292679
5781,,3,0,9,7,0,6,0,1,0.62,0.5909,0.73,0.194,5,33,38,Weekend,620017,2672662,3292679
5782,,3,0,9,8,0,6,0,1,0.64,0.6061,0.69,0.1642,24,65,89,Weekend,620017,2672662,3292679
5783,,3,0,9,9,0,6,0,2,0.66,0.6212,0.69,0.2537,83,118,201,Weekend,620017,2672662,3292679
5784,,3,0,9,10,0,6,0,3,0.66,0.6212,0.65,0.2537,90,168,258,Weekend,620017,2672662,3292679
5785,,3,0,9,11,0,6,0,3,0.66,0.6212,0.69,0.2836,66,128,194,Weekend,620017,2672662,3292679
5786,,3,0,9,12,0,6,0,1,0.7,0.6515,0.61,0.2239,97,160,257,Weekend,620017,2672662,3292679
5787,,3,0,9,13,0,6,0,1,0.7,0.6515,0.65,0.2239,153,200,353,Weekend,620017,2672662,3292679
5788,,3,0,9,14,0,6,0,2,0.72,0.6818,0.66,0.1642,204,176,380,Weekend,620017,2672662,3292679
5789,,3,0,9,15,0,6,0,1,0.72,0.6818,0.7,0.1642,187,201,388,Weekend,620017,2672662,3292679
5790,,3,0,9,16,0,6,0,1,0.72,0.6818,0.7,0.194,186,188,374,Weekend,620017,2672662,3292679
5791,,3,0,9,17,0,6,0,1,0.72,0.6818,0.7,0.2239,170,201,371,Weekend,620017,2672662,3292679
5792,,3,0,9,18,0,6,0,1,0.72,0.6818,0.7,0.1642,160,179,339,Weekend,620017,2672662,3292679
5793,,3,0,9,19,0,6,0,1,0.7,0.6667,0.74,0.1343,147,148,295,Weekend,620017,2672662,3292679
5794,,3,0,9,20,0,6,0,1,0.7,0.6667,0.79,0.1642,99,120,219,Weekend,620017,2672662,3292679
5795,,3,0,9,21,0,6,0,1,0.68,0.6364,0.83,0.1343,71,93,164,Weekend,620017,2672662,3292679
5796,,3,0,9,22,0,6,0,1,0.68,0.6364,0.83,0.1045,66,96,162,Weekend,620017,2672662,3292679
5797,,3,0,9,23,0,6,0,1,0.66,0.6212,0.85,0.1343,46,77,123,Weekend,620017,2672662,3292679
5798,,3,0,9,0,0,0,0,1,0.66,0.5909,0.89,0.194,33,76,109,Non-Weekend,620017,2672662,3292679
5799,,3,0,9,1,0,0,0,1,0.66,0.6061,0.83,0.1343,37,38,75,Non-Weekend,620017,2672662,3292679
5800,,3,0,9,2,0,0,0,1,0.66,0.6061,0.83,0.194,17,43,60,Non-Weekend,620017,2672662,3292679
5801,,3,0,9,3,0,0,0,1,0.64,0.5758,0.89,0.194,20,23,43,Non-Weekend,620017,2672662,3292679
5802,,3,0,9,4,0,0,0,1,0.64,0.5758,0.83,0.1642,0,4,4,Non-Weekend,620017,2672662,3292679
5803,,3,0,9,5,0,0,0,1,0.64,0.5758,0.83,0.1343,1,5,6,Non-Weekend,620017,2672662,3292679
5804,,3,0,9,6,0,0,0,1,0.64,0.5758,0.84,0.2239,0,3,3,Non-Weekend,620017,2672662,3292679
5805,,3,0,9,7,0,0,0,1,0.66,0.6061,0.78,0.194,10,20,30,Non-Weekend,620017,2672662,3292679
5806,,3,0,9,8,0,0,0,1,0.66,0.6061,0.78,0.1642,21,49,70,Non-Weekend,620017,2672662,3292679
5807,,3,0,9,9,0,0,0,1,0.66,0.6061,0.78,0.1642,87,102,189,Non-Weekend,620017,2672662,3292679
5808,,3,0,9,10,0,0,0,1,0.7,0.6667,0.74,0.1343,150,147,297,Non-Weekend,620017,2672662,3292679
5809,,3,0,9,11,0,0,0,1,0.74,0.697,0.7,0.1642,174,163,337,Non-Weekend,620017,2672662,3292679
5810,,3,0,9,12,0,0,0,1,0.76,0.7273,0.66,0.1642,214,221,435,Non-Weekend,620017,2672662,3292679
5811,,3,0,9,13,0,0,0,2,0.78,0.7424,0.62,0.2836,245,174,419,Non-Weekend,620017,2672662,3292679
5812,,3,0,9,14,0,0,0,1,0.78,0.7576,0.66,0.3284,205,156,361,Non-Weekend,620017,2672662,3292679
5813,,3,0,9,15,0,0,0,1,0.78,0.7576,0.66,0.2836,218,192,410,Non-Weekend,620017,2672662,3292679
5814,,3,0,9,16,0,0,0,1,0.8,0.7727,0.59,0.2239,196,141,337,Non-Weekend,620017,2672662,3292679
5815,,3,0,9,17,0,0,0,1,0.76,0.7273,0.66,0.2239,204,172,376,Non-Weekend,620017,2672662,3292679
5816,,3,0,9,18,0,0,0,1,0.76,0.7273,0.66,0.194,187,169,356,Non-Weekend,620017,2672662,3292679
5817,,3,0,9,19,0,0,0,1,0.74,0.697,0.7,0.194,178,150,328,Non-Weekend,620017,2672662,3292679
5818,,3,0,9,20,0,0,0,1,0.74,0.697,0.7,0.2985,104,125,229,Non-Weekend,620017,2672662,3292679
5819,,3,0,9,21,0,0,0,1,0.72,0.697,0.74,0.2537,104,103,207,Non-Weekend,620017,2672662,3292679
5820,,3,0,9,22,0,0,0,2,0.72,0.697,0.74,0.2836,70,85,155,Non-Weekend,620017,2672662,3292679
5821,,3,0,9,23,0,0,0,2,0.72,0.6818,0.7,0.1642,46,58,104,Non-Weekend,620017,2672662,3292679
5822,,3,0,9,0,1,1,0,2,0.7,0.6667,0.74,0.2239,31,66,97,Non-Weekend,620017,2672662,3292679
5823,,3,0,9,1,1,1,0,2,0.68,0.6364,0.79,0.1045,19,35,54,Non-Weekend,620017,2672662,3292679
5824,,3,0,9,2,1,1,0,2,0.68,0.6364,0.79,0.1642,17,22,39,Non-Weekend,620017,2672662,3292679
5825,,3,0,9,3,1,1,0,2,0.68,0.6364,0.74,0.2985,4,12,16,Non-Weekend,620017,2672662,3292679
5826,,3,0,9,4,1,1,0,2,0.68,0.6364,0.69,0.2836,3,5,8,Non-Weekend,620017,2672662,3292679
5827,,3,0,9,5,1,1,0,2,0.66,0.6212,0.74,0.1642,2,4,6,Non-Weekend,620017,2672662,3292679
